section_name,section_id,act_name
Section 382(a) in The Indian Penal Code,617348,The Indian Penal Code
Section 383 in The Indian Penal Code,262864,The Indian Penal Code
Section 383(c) in The Indian Penal Code,44924,The Indian Penal Code
Section 386 in The Indian Penal Code,1183069,The Indian Penal Code
Section 390(b) in The Indian Penal Code,751022,The Indian Penal Code
Section 390(e) in The Indian Penal Code,170267283,The Indian Penal Code
Section 394 in The Indian Penal Code,764237,The Indian Penal Code
Section 397 in The Indian Penal Code,1865117,The Indian Penal Code
Section 401 in The Indian Penal Code,986100,The Indian Penal Code
Section 403(b) in The Indian Penal Code,620116,The Indian Penal Code
Section 403(e) in The Indian Penal Code,1049597,The Indian Penal Code
Section 404 in The Indian Penal Code,341288,The Indian Penal Code
Section 405(f) in The Indian Penal Code,633004,The Indian Penal Code
Section 413 in The Indian Penal Code,1976294,The Indian Penal Code
Section 415(e) in The Indian Penal Code,536973,The Indian Penal Code
Section 415(h) in The Indian Penal Code,507065,The Indian Penal Code
Section 418 in The Indian Penal Code,1359568,The Indian Penal Code
Section 422 in The Indian Penal Code,1334254,The Indian Penal Code
Section 425(c) in The Indian Penal Code,1575839,The Indian Penal Code
Section 425(f) in The Indian Penal Code,906977,The Indian Penal Code
Section 430 in The Indian Penal Code,1605376,The Indian Penal Code
Section 433 in The Indian Penal Code,1574686,The Indian Penal Code
Section 440 in The Indian Penal Code,1018161,The Indian Penal Code
Section 442 in The Indian Penal Code,691024,The Indian Penal Code
Section 445(Thirdly) in The Indian Penal Code,192235759,The Indian Penal Code
Section 445(Fifthly) in The Indian Penal Code,74635041,The Indian Penal Code
Section 445(Sixthly)(e) in The Indian Penal Code,76400820,The Indian Penal Code
Section 447 in The Indian Penal Code,162506,The Indian Penal Code
Section 451 in The Indian Penal Code,513777,The Indian Penal Code
Section 460 in The Indian Penal Code,1586755,The Indian Penal Code
Section 463 in The Indian Penal Code,1328629,The Indian Penal Code
Section 464(c) in The Indian Penal Code,1282464,The Indian Penal Code
Section 464(d) in The Indian Penal Code,1297415,The Indian Penal Code
Section 464(g) in The Indian Penal Code,1637195,The Indian Penal Code
Section 464(b) in The Indian Penal Code,464774,The Indian Penal Code
Section 467 in The Indian Penal Code,1985627,The Indian Penal Code
Section 470 in The Indian Penal Code,1991013,The Indian Penal Code
Section 474 in The Indian Penal Code,756306,The Indian Penal Code
Section 480 in The Indian Penal Code,1727683,The Indian Penal Code
Section 485 in The Indian Penal Code,1859458,The Indian Penal Code
Section 486(c) in The Indian Penal Code,641636,The Indian Penal Code
Section 489C in The Indian Penal Code,257920,The Indian Penal Code
Section 489E(1) in The Indian Penal Code,1921711,The Indian Penal Code
Section 493 in The Indian Penal Code,1595149,The Indian Penal Code
Section 498 in The Indian Penal Code,1868826,The Indian Penal Code
Section 499 in The Indian Penal Code,1041742,The Indian Penal Code
Section 499(b) in The Indian Penal Code,861837,The Indian Penal Code
Section 499(b) in The Indian Penal Code,861837,The Indian Penal Code
Section 499(c) in The Indian Penal Code,766990,The Indian Penal Code
Section 499(e) in The Indian Penal Code,1440379,The Indian Penal Code
Section 500 in The Indian Penal Code,1408202,The Indian Penal Code
Section 505(1)(b) in The Indian Penal Code,360749,The Indian Penal Code
Section 505(3) in The Indian Penal Code,584684,The Indian Penal Code
Section 508(b) in The Indian Penal Code,1043367,The Indian Penal Code
Section 511 in The Indian Penal Code,1185693,The Indian Penal Code
Section 403(b) in The Indian Penal Code,620116,The Indian Penal Code
Section 405(c) in The Indian Penal Code,422169,The Indian Penal Code
Section 415(c) in The Indian Penal Code,195528,The Indian Penal Code
Section 416(a) in The Indian Penal Code,1545690,The Indian Penal Code
Section 425(a) in The Indian Penal Code,627030,The Indian Penal Code
Section 426 in The Indian Penal Code,192961,The Indian Penal Code
Section 436 in The Indian Penal Code,1517318,The Indian Penal Code
Section 445 in The Indian Penal Code,508356,The Indian Penal Code
Section 445(Sixthly)(b) in The Indian Penal Code,107911441,The Indian Penal Code
Section 445(Sixthly)(g) in The Indian Penal Code,102125502,The Indian Penal Code
Section 456 in The Indian Penal Code,1230184,The Indian Penal Code
Section 464(b) in The Indian Penal Code,464774,The Indian Penal Code
Section 464(j) in The Indian Penal Code,1296621,The Indian Penal Code
Section 464(e) in The Indian Penal Code,317758,The Indian Penal Code
Section 477 in The Indian Penal Code,722115,The Indian Penal Code
Section 482 in The Indian Penal Code,903398,The Indian Penal Code
Section 489 in The Indian Penal Code,1252503,The Indian Penal Code
Section 490 in The Indian Penal Code,237387,The Indian Penal Code
Section 503 in The Indian Penal Code,878688,The Indian Penal Code
Section 507 in The Indian Penal Code,1255223,The Indian Penal Code
